Tom Cleverley,7700000.0,Watford FC
Domingos Quina,5500000.0,Watford FC
Kwasi Sibo,220000.0,Watford FC
Ken Sema,3850000.0,Watford FC
Roberto Pereyra,14300000.0,Watford FC
Gerard Deulofeu,27500000.0,Watford FC
Isaac Success,5500000.0,Watford FC
Dodi Lukebakio,19800000.0,Watford FC
Andre Gray,16500000.0,Watford FC
Cucho Hernández,11000000.0,Watford FC
Troy Deeney,11000000.0,Watford FC
Stefano Okaka,5500000.0,Watford FC
Adalberto Peñaranda,2200000.0,Watford FC
Obbi Oulare,1980000.0,Watford FC
Jerome Sinclair,1650000.0,Watford FC
Filip Stuparevic,1320000.0,Watford FC
Martin Dubravka,7700000.0,Newcastle United
Karl Darlow,3850000.0,Newcastle United
Rob Elliot,1100000.0,Newcastle United
Freddie Woodman,550000.0,Newcastle United
Nathan Harker,0,Newcastle United
Jamaal Lascelles,16500000.0,Newcastle United
Fabian Schär,8800000.0,Newcastle United
Florian Lejeune,8800000.0,Newcastle United
Federico Fernández,7700000.0,Newcastle United
Ciaran Clark,6600000.0,Newcastle United
Paul Dummett,5500000.0,Newcastle United
Lewis Cass,0,Newcastle United
Kelland Watts,0,Newcastle United
Matt Ritchie,13200000.0,Newcastle United
Antonio Barreca,7700000.0,Newcastle United
Achraf Lazaar,1100000.0,Newcastle United
DeAndre Yedlin,8800000.0,Newcastle United
Javier Manquillo,5500000.0,Newcastle United
Jamie Sterry,83000.0,Newcastle United
Isaac Hayden,8800000.0,Newcastle United
Sung-yueng Ki,6600000.0,Newcastle United
Jack Colback,3300000.0,Newcastle United
Jonjo Shelvey,16500000.0,Newcastle United
Sean Longstaff,7700000.0,Newcastle United
Mohamed Diamé,5500000.0,Newcastle United
Kenedy,11000000.0,Newcastle United
Miguel Almirón,22000000.0,Newcastle United
Henri Saivet,1100000.0,Newcastle United
Christian Atsu,6600000.0,Newcastle United
Rolando Aarons,550000.0,Newcastle United
Jacob Murphy,6600000.0,Newcastle United
Callum Roberts,83000.0,Newcastle United
Ayoze Pérez,22000000.0,Newcastle United
Dwight Gayle,16500000.0,Newcastle United
Salomón Rondón,16500000.0,Newcastle United
Yoshinori Muto,9900000.0,Newcastle United
Joselu,4400000.0,Newcastle United
Sam Johnstone,7700000.0,West Bromwich Albion
Boaz Myhill,385000.0,West Bromwich Albion
Jonathan Bond,275000.0,West Bromwich Albion
Alex Palmer,0,West Bromwich Albion
Mason Holgate,7700000.0,West Bromwich Albion
Craig Dawson,6600000.0,West Bromwich Albion
Ahmed Hegazy,6600000.0,West Bromwich Albion
Tosin Adarabioyo,3850000.0,West Bromwich Albion
Kyle Bartley,3850000.0,West Bromwich Albion
Kyle Howkins,0,West Bromwich Albion
Jack Fitzwater,0,West Bromwich Albion
Kieran Gibbs,6600000.0,West Bromwich Albion
Conor Townsend,825000.0,West Bromwich Albion
Allan Nyom,3300000.0,West Bromwich Albion
Tyrone Mears,220000.0,West Bromwich Albion
Jake Livermore,7700000.0,West Bromwich Albion
Gareth Barry,825000.0,West Bromwich Albion
Stefan Johansen,4400000.0,West Bromwich Albion
Rekeem Harper,2750000.0,West Bromwich Albion
James Morrison,1650000.0,West Bromwich Albion
Chris Brunt,1650000.0,West Bromwich Albion
Sam Field,1650000.0,West Bromwich Albion
Harvey Barnes,13200000.0,West Bromwich Albion
Kyle Edwards,0,West Bromwich Albion
Wesley Hoolahan,385000.0,West Bromwich Albion
Bakary Sako,4400000.0,West Bromwich Albion
Jefferson Montero,1100000.0,West Bromwich Albion
Morgan Rogers,0,West Bromwich Albion
Oliver Burke,11000000.0,West Bromwich Albion
Matt Phillips,7700000.0,West Bromwich Albion
Jacob Murphy,6600000.0,West Bromwich Albion
Jonathan Leko,1100000.0,West Bromwich Albion
Rayhaan Tulloch,0,West Bromwich Albion
Salomón Rondón,16500000.0,West Bromwich Albion
Dwight Gayle,16500000.0,West Bromwich Albion
Jay Rodríguez,11000000.0,West Bromwich Albion
Hal Robson-Kanu,2200000.0,West Bromwich Albion
Name,Value,Team
Asmir Begovic,8800000.0,AFC Bournemouth
Artur Boruc,1100000.0,AFC Bournemouth
Adam Federici,825000.0,AFC Bournemouth
Aaron Ramsdale,550000.0,AFC Bournemouth
Ryan Allsop,275000.0,AFC Bournemouth
Nathan Aké,16500000.0,AFC Bournemouth
Steve Cook,7700000.0,AFC Bournemouth
Tyrone Mings,4400000.0,AFC Bournemouth
Baily Cargill,275000.0,AFC Bournemouth
Jack Simpson,0,AFC Bournemouth
Shaun Hobson,0,AFC Bournemouth
Charlie Daniels,3850000.0,AFC Bournemouth
Brad Smith,1650000.0,AFC Bournemouth
Rhoys Wiggins,550000.0,AFC Bournemouth
Adam Smith,5500000.0,AFC Bournemouth
Simon Francis,2750000.0,AFC Bournemouth
Lewis Cook,22000000.0,AFC Bournemouth
Harry Arter,7700000.0,AFC Bournemouth
Dan Gosling,3850000.0,AFC Bournemouth
Andrew Surman,2750000.0,AFC Bournemouth
Emerson Hyndman,1100000.0,AFC Bournemouth
Matt Butcher,0,AFC Bournemouth
Kyle Taylor,0,AFC Bournemouth
Ryan Fraser,6600000.0,AFC Bournemouth
Junior Stanislas,4950000.0,AFC Bournemouth
Marc Pugh,1650000.0,AFC Bournemouth
Jordon Ibe,9900000.0,AFC Bournemouth
Connor Mahoney,275000.0,AFC Bournemouth
Joshua King,11000000.0,AFC Bournemouth
Benik Afobe,11000000.0,AFC Bournemouth
Callum Wilson,11000000.0,AFC Bournemouth
Lys Mousset,4400000.0,AFC Bournemouth
Lewis Grabban,3300000.0,AFC Bournemouth
Jermain Defoe,2750000.0,AFC Bournemouth
Mikael Ndjoli,0,AFC Bournemouth
Mathew Ryan,8800000.0,Brighton & Hove Albion
Tim Krul,2750000.0,Brighton & Hove Albion
Christian Walton,275000.0,Brighton & Hove Albion
Niki Mäenpää,275000.0,Brighton & Hove Albion
Shane Duffy,13200000.0,Brighton & Hove Albion
Lewis Dunk,11000000.0,Brighton & Hove Albion
Uwe Hünemeier,1100000.0,Brighton & Hove Albion
Connor Goldson,1100000.0,Brighton & Hove Albion
Markus Suttner,2750000.0,Brighton & Hove Albion
Gaëtan Bong,1650000.0,Brighton & Hove Albion
Ales Mateju,1650000.0,Brighton & Hove Albion
Ezequiel Schelotto,4950000.0,Brighton & Hove Albion
Liam Rosenior,1100000.0,Brighton & Hove Albion
Bruno,825000.0,Brighton & Hove Albion
Rohan Ince,550000.0,Brighton & Hove Albion
Dessie Hutchinson,0,Brighton & Hove Albion
Davy Pröpper,16500000.0,Brighton & Hove Albion
Pascal Groß,11000000.0,Brighton & Hove Albion
Dale Stephens,6600000.0,Brighton & Hove Albion
Oliver Norwood,3300000.0,Brighton & Hove Albion
Beram Kayal,1650000.0,Brighton & Hove Albion
Steve Sidwell,1100000.0,Brighton & Hove Albion
Richie Towell,220000.0,Brighton & Hove Albion
Jayson Molumby,0,Brighton & Hove Albion
Max Sanders,0,Brighton & Hove Albion
Solly March,5500000.0,Brighton & Hove Albion
Soufyan Ahannach,550000.0,Brighton & Hove Albion
Izzy Brown,5500000.0,Brighton & Hove Albion
James Tilley,0,Brighton & Hove Albion
José Izquierdo,15400000.0,Brighton & Hove Albion
Jamie Murphy,1930000.0,Brighton & Hove Albion
Jiri Skalak,1650000.0,Brighton & Hove Albion
Anthony Knockaert,8800000.0,Brighton & Hove Albion
Jürgen Locadia,16500000.0,Brighton & Hove Albion
Leonardo Ulloa,5500000.0,Brighton & Hove Albion
Sam Baldock,3300000.0,Brighton & Hove Albion
Glenn Murray,3300000.0,Brighton & Hove Albion
Tomer Hemed,2750000.0,Brighton & Hove Albion
Aaron Connolly,0,Brighton & Hove Albion
Nick Pope,11000000.0,Burnley FC
Tom Heaton,4400000.0,Burnley FC
Anders Lindegaard,550000.0,Burnley FC
Adam Legzdins,275000.0,Burnley FC
James Tarkowski,16500000.0,Burnley FC
Ben Mee,11000000.0,Burnley FC
Kevin Long,2750000.0,Burnley FC
Charlie Taylor,5500000.0,Burnley FC
Stephen Ward,3300000.0,Burnley FC
Matthew Lowton,5500000.0,Burnley FC
Phil Bardsley,1650000.0,Burnley FC
Jack Cork,16500000.0,Burnley FC
Ashley Westwood,4400000.0,Burnley FC
Jeff Hendrick,11000000.0,Burnley FC
Steven Defour,7700000.0,Burnley FC
Scott Arfield,3300000.0,Burnley FC
Dean Marney,1100000.0,Burnley FC
Fredrik Ulvestad,880000.0,Burnley FC
Aiden O'Neill,550000.0,Burnley FC
Robbie Brady,11000000.0,Burnley FC
Georges-Kevin N'Koudou,7700000.0,Burnley FC
Dwight McNeil,0,Burnley FC
Jóhann Berg Gudmundsson,11000000.0,Burnley FC
Aaron Lennon,5500000.0,Burnley FC
Jonathan Walters,2200000.0,Burnley FC
Chris Wood,19800000.0,Burnley FC
Ashley Barnes,8800000.0,Burnley FC
Sam Vokes,6600000.0,Burnley FC
Nahki Wells,4950000.0,Burnley FC
Chris Long,825000.0,Burnley FC
Jonas Lössl,5500000.0,Huddersfield Town
Joel Coleman,550000.0,Huddersfield Town
Rob Green,275000.0,Huddersfield Town
Ryan Schofield,110000.0,Huddersfield Town
Terence Kongolo,11000000.0,Huddersfield Town
Christopher Schindler,6600000.0,Huddersfield Town
Zanka,5500000.0,Huddersfield Town
Michael Hefele,1650000.0,Huddersfield Town
Martin Cranie,550000.0,Huddersfield Town
Jon Gorenc-Stankovic,550000.0,Huddersfield Town
Scott Malone,3300000.0,Huddersfield Town
Chris Löwe,1650000.0,Huddersfield Town
Tareiq Holmes-Dennis,275000.0,Huddersfield Town
Florent Hadergjonaj,5500000.0,Huddersfield Town
Tommy Smith,3300000.0,Huddersfield Town
Jordan Williams,110000.0,Huddersfield Town
Danny Williams,2200000.0,Huddersfield Town
Aaron Mooy,11000000.0,Huddersfield Town
Jonathan Hogg,3850000.0,Huddersfield Town
Philip Billing,2750000.0,Huddersfield Town
Dean Whitehead,275000.0,Huddersfield Town
Alex Pritchard,11000000.0,Huddersfield Town
Kasey Palmer,1650000.0,Huddersfield Town
Abdelhamid Sabiri,1100000.0,Huddersfield Town
Jack Payne,385000.0,Huddersfield Town
Lewis O'Brien,0,Huddersfield Town
Rajiv van La Parra,4400000.0,Huddersfield Town
Tom Ince,8800000.0,Huddersfield Town
Elias Kachunga,3850000.0,Huddersfield Town
Joe Lolley,550000.0,Huddersfield Town
Sean Scannell,550000.0,Huddersfield Town
Steve Mounié,11000000.0,Huddersfield Town
Laurent Depoitre,4950000.0,Huddersfield Town
Collin Quaner,1650000.0,Huddersfield Town
Jordy Hiwula,275000.0,Huddersfield Town
